Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Station ID
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-05-27,2023,5,27,,21.2,,8.8,,15.0,,3.0,,0.0,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-05-28,2023,5,28,,23.4,,11.3,,17.4,,0.6,,0.0,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-05-29,2023,5,29,,21.1,,16.9,,19.0,,0.0,,1.0,,,,,,0.0,,,,5.0,,48.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-05-30,2023,5,30,,19.8,,15.3,,17.6,,0.4,,0.0,,,,,,0.0,,,,4.0,,35.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-05-31,2023,5,31,,27.1,,14.7,,20.9,,0.0,,2.9,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-01,2023,6,1,,28.0,,16.8,,22.4,,0.0,,4.4,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-02,2023,6,2,,32.4,,18.2,,25.3,,0.0,,7.3,,,,,,2.0,,,,5.0,,52.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-03,2023,6,3,,24.5,,15.5,,20.0,,0.0,,2.0,,,,,,0.0,,,,6.0,,48.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-04,2023,6,4,,18.3,,13.8,,16.1,,1.9,,0.0,,,,,,0.0,,,,5.0,,46.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-05,2023,6,5,,21.0,,14.4,,17.7,,0.3,,0.0,,,,,,0.0,,,,33.0,,37.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-06,2023,6,6,,23.5,,16.3,,19.9,,0.0,,1.9,,,,,,0.0,,,,32.0,,52.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-07,2023,6,7,,21.3,,12.9,,17.1,,0.9,,0.0,,,,,,0.0,,,,29.0,,55.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-08,2023,6,8,,17.4,,14.1,,15.8,,2.2,,0.0,,,,,,0.2,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-09,2023,6,9,,21.3,,12.8,,17.1,,0.9,,0.0,,,,,,3.0,,,,31.0,,41.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-10,2023,6,10,,24.9,,13.8,,19.4,,0.0,,1.4,,,,,,0.0,,,,29.0,,37.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-11,2023,6,11,,22.8,,16.0,,19.4,,0.0,,1.4,,,,,,6.0,,,,5.0,,41.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-12,2023,6,12,,19.1,,13.6,,16.4,,1.6,,0.0,,,,,,43.8,,,,5.0,,58.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-13,2023,6,13,,19.2,,12.2,,15.7,,2.3,,0.0,,,,,,3.3,,,,15.0,,33.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-14,2023,6,14,,19.2,,12.9,,16.1,,1.9,,0.0,,,,,,6.3,,,,5.0,,37.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-15,2023,6,15,,19.1,,12.4,,15.8,,2.2,,0.0,,,,,,1.4,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-16,2023,6,16,,22.6,,14.5,,18.6,,0.0,,0.6,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-17,2023,6,17,,25.4,,14.8,,20.1,,0.0,,2.1,,,,,,0.0,,,,31.0,,59.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-18,2023,6,18,,23.6,,15.0,,19.3,,0.0,,1.3,,,,,,0.0,,,,6.0,,33.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-19,2023,6,19,,22.0,,16.3,,19.2,,0.0,,1.2,,,,,,0.0,,,,5.0,,55.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-20,2023,6,20,,22.5,,19.1,,20.8,,0.0,,2.8,,,,,,0.0,,,,5.0,,61.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-21,2023,6,21,,23.6,,19.1,,21.4,,0.0,,3.4,,,,,,0.0,,,,6.0,,50.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-22,2023,6,22,,22.3,,17.8,,20.1,,0.0,,2.1,,,,,,0.0,,,,5.0,,39.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-23,2023,6,23,,21.8,,18.2,,20.0,,0.0,,2.0,,,,,,4.3,,,,5.0,,33.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-24,2023,6,24,,27.0,,19.0,,23.0,,0.0,,5.0,,,,,,1.2,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-25,2023,6,25,,26.1,,19.9,,23.0,,0.0,,5.0,,,,,,9.7,,,,6.0,,48.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-26,2023,6,26,,23.3,,19.3,,21.3,,0.0,,3.3,,,,,,9.0,,,,6.0,,33.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-27,2023,6,27,,23.3,,16.7,,20.0,,0.0,,2.0,,,,,,3.6,,,,31.0,,52.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-28,2023,6,28,,23.8,,15.7,,19.8,,0.0,,1.8,,,,,,0.0,,,,32.0,,55.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-29,2023,6,29,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-06-30,2023,6,30,,23.0,,18.7,,20.9,,0.0,,2.9,,,,,,0.2,,,,6.0,,35.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-01,2023,7,1,,28.4,,18.5,,23.5,,0.0,,5.5,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-02,2023,7,2,,22.7,,20.5,,21.6,,0.0,,3.6,,,,,,1.2,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-03,2023,7,3,,24.1,,19.7,,21.9,,0.0,,3.9,,,,,,4.2,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-04,2023,7,4,,28.3,,19.3,,23.8,,0.0,,5.8,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-05,2023,7,5,,29.5,,22.1,,25.8,,0.0,,7.8,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-06,2023,7,6,,28.3,,21.5,,24.9,,0.0,,6.9,,,,,,0.5,,,,30.0,,59.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-07,2023,7,7,,27.4,,18.6,,23.0,,0.0,,5.0,,,,,,0.0,,,,32.0,,45.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-08,2023,7,8,,24.5,,15.3,,19.9,,0.0,,1.9,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-09,2023,7,9,,24.1,,16.5,,20.3,,0.0,,2.3,,,,,,0.2,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-10,2023,7,10,,28.0,,17.6,,22.8,,0.0,,4.8,,,,,,0.0,,,,33.0,,32.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-11,2023,7,11,,26.7,,18.6,,22.7,,0.0,,4.7,,,,,,1.2,,,,21.0,,35.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-12,2023,7,12,,24.4,,15.5,,20.0,,0.0,,2.0,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-13,2023,7,13,,24.8,,16.3,,20.6,,0.0,,2.6,,,,,,30.0,,,,30.0,,61.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-14,2023,7,14,,24.6,,15.4,,20.0,,0.0,,2.0,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-15,2023,7,15,,23.5,,19.3,,21.4,,0.0,,3.4,,,,,,9.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-16,2023,7,16,,25.6,,19.9,,22.8,,0.0,,4.8,,,,,,2.8,,,,13.0,,32.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-17,2023,7,17,,25.7,,18.2,,22.0,,0.0,,4.0,,,,,,0.2,,,,17.0,,58.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-18,2023,7,18,,25.4,,17.4,,21.4,,0.0,,3.4,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-19,2023,7,19,,24.7,,16.6,,20.7,,0.0,,2.7,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-20,2023,7,20,,25.0,,19.1,,22.1,,0.0,,4.1,,,,,,3.5,,,,18.0,,41.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-21,2023,7,21,,26.3,,18.9,,22.6,,0.0,,4.6,,,,,,0.0,,,,32.0,,50.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-22,2023,7,22,,27.7,,18.1,,22.9,,0.0,,4.9,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-23,2023,7,23,,26.4,,17.7,,22.1,,0.0,,4.1,,,,,,0.7,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-24,2023,7,24,,25.7,,18.6,,22.2,,0.0,,4.2,,,,,,0.2,,,,33.0,,37.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-25,2023,7,25,,25.4,,18.9,,22.2,,0.0,,4.2,,,,,,4.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-26,2023,7,26,,27.1,,21.1,,24.1,,0.0,,6.1,,,,,,9.0,,,,20.0,,48.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-27,2023,7,27,,29.2,,20.8,,25.0,,0.0,,7.0,,,,,,22.2,,,,31.0,,41.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-28,2023,7,28,,28.6,,20.8,,24.7,,0.0,,6.7,,,,,,0.0,,,,15.0,,33.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-29,2023,7,29,,25.8,,17.5,,21.7,,0.0,,3.7,,,,,,10.6,,,,5.0,,46.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-30,2023,7,30,,24.0,,15.8,,19.9,,0.0,,1.9,,,,,,0.0,,,,33.0,,32.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-07-31,2023,7,31,,25.0,,16.1,,20.6,,0.0,,2.6,,,,,,0.0,,,,33.0,,42.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-01,2023,8,1,,23.1,,14.4,,18.8,,0.0,,0.8,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-02,2023,8,2,,24.1,,16.6,,20.4,,0.0,,2.4,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-03,2023,8,3,,26.0,,18.5,,22.3,,0.0,,4.3,,,,,,5.5,,,,33.0,,50.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-04,2023,8,4,,26.9,,18.6,,22.8,,0.0,,4.8,,,,,,0.0,,,,32.0,,45.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-05,2023,8,5,,22.9,,17.0,,20.0,,0.0,,2.0,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-06,2023,8,6,,23.9,,16.2,,20.1,,0.0,,2.1,,,,,,3.2,,,,5.0,,55.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-07,2023,8,7,,24.5,,19.0,,21.8,,0.0,,3.8,,,,,,6.3,,,,5.0,,50.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-08,2023,8,8,,25.6,,18.2,,21.9,,0.0,,3.9,,,,,,0.0,,,,30.0,,61.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-09,2023,8,9,,27.1,,17.2,,22.2,,0.0,,4.2,,,,,,0.0,,,,29.0,,37.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-10,2023,8,10,,25.5,,19.5,,22.5,,0.0,,4.5,,,,,,2.0,,,,31.0,,59.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-11,2023,8,11,,23.5,,16.5,,20.0,,0.0,,2.0,,,,,,0.0,,,,31.0,,35.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-12,2023,8,12,,26.4,,19.7,,23.1,,0.0,,5.1,,,,,,0.5,,,,21.0,,48.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-13,2023,8,13,,25.9,,17.6,,21.8,,0.0,,3.8,,,,,,0.0,,,,29.0,,46.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-14,2023,8,14,,23.1,,16.3,,19.7,,0.0,,1.7,,,,,,0.0,,,,4.0,,32.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-15,2023,8,15,,22.0,,19.6,,20.8,,0.0,,2.8,,,,,,0.4,,,,5.0,,45.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-16,2023,8,16,,25.3,,19.4,,22.4,,0.0,,4.4,,,,,,0.0,,,,33.0,,33.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-17,2023,8,17,,24.7,,17.8,,21.3,,0.0,,3.3,,,,,,6.8,,,,25.0,,63.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-18,2023,8,18,,20.7,,11.9,,16.3,,1.7,,0.0,,,,,,0.0,,,,29.0,,63.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-19,2023,8,19,,24.7,,11.7,,18.2,,0.0,,0.2,,,,,,0.0,,,,32.0,,48.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-20,2023,8,20,,24.8,,13.7,,19.3,,0.0,,1.3,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-21,2023,8,21,,23.8,,15.5,,19.7,,0.0,,1.7,,,,,,0.0,,,,32.0,,35.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-22,2023,8,22,,22.6,,16.8,,19.7,,0.0,,1.7,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-23,2023,8,23,,19.7,,15.6,,17.7,,0.3,,0.0,,,,,,2.4,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-24,2023,8,24,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-25,2023,8,25,,25.7,,18.4,,22.1,,0.0,,4.1,,,,,,0.0,,,,31.0,,41.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-26,2023,8,26,,23.8,,15.5,,19.7,,0.0,,1.7,,,,,,2.0,,,,33.0,,42.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-27,2023,8,27,,20.4,,14.3,,17.4,,0.6,,0.0,,,,,,0.0,,,,4.0,,32.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-28,2023,8,28,,22.0,,13.4,,17.7,,0.3,,0.0,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-29,2023,8,29,,23.6,,13.4,,18.5,,0.0,,0.5,,,,,,2.5,,,,23.0,,45.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-30,2023,8,30,,20.6,,13.5,,17.1,,0.9,,0.0,,,,,,0.0,,,,31.0,,58.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-08-31,2023,8,31,,20.1,,12.6,,16.4,,1.6,,0.0,,,,,,0.0,,,,32.0,,35.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-01,2023,9,1,,22.8,,13.5,,18.2,,0.0,,0.2,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-02,2023,9,2,,25.4,,16.6,,21.0,,0.0,,3.0,,,,,,0.0,,,,22.0,,42.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-03,2023,9,3,,25.6,,18.5,,22.1,,0.0,,4.1,,,,,,0.0,,,,22.0,,39.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-04,2023,9,4,,29.5,,19.8,,24.7,,0.0,,6.7,,,,,,0.0,,,,22.0,,41.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-05,2023,9,5,,30.0,,19.8,,24.9,,0.0,,6.9,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-06,2023,9,6,,29.7,,20.5,,25.1,,0.0,,7.1,,,,,,1.2,,,,21.0,,63.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-07,2023,9,7,,26.1,,18.2,,22.2,,0.0,,4.2,,,,,,5.7,,,,33.0,,50.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-08,2023,9,8,,20.4,,15.8,,18.1,,0.0,,0.1,,,,,,0.0,,,,32.0,,45.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-09,2023,9,9,,20.1,,16.9,,18.5,,0.0,,0.5,,,,,,0.0,,,,3.0,,32.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-10,2023,9,10,,21.9,,18.4,,20.2,,0.0,,2.2,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-11,2023,9,11,,23.0,,16.8,,19.9,,0.0,,1.9,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-12,2023,9,12,,23.0,,15.8,,19.4,,0.0,,1.4,,,,,,3.7,,,,28.0,,35.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-13,2023,9,13,,19.7,,12.9,,16.3,,1.7,,0.0,,,,,,0.0,,,,31.0,,45.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-14,2023,9,14,,20.0,,11.2,,15.6,,2.4,,0.0,,,,,,0.0,,,,30.0,,39.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-15,2023,9,15,,19.2,,10.2,,14.7,,3.3,,0.0,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-16,2023,9,16,,21.2,,11.8,,16.5,,1.5,,0.0,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-17,2023,9,17,,21.8,,14.7,,18.3,,0.0,,0.3,,,,,,0.8,,,,15.0,,32.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-18,2023,9,18,,21.6,,13.3,,17.5,,0.5,,0.0,,,,,,0.7,,,,32.0,,46.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-19,2023,9,19,,21.4,,11.5,,16.5,,1.5,,0.0,,,,,,0.0,,,,31.0,,45.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-20,2023,9,20,,18.5,,8.6,,13.6,,4.4,,0.0,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-21,2023,9,21,,20.9,,15.1,,18.0,,0.0,,0.0,,,,,,0.0,,,,4.0,,78.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-22,2023,9,22,,20.8,,16.1,,18.5,,0.0,,0.5,,,,,,0.0,,,,5.0,,41.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-23,2023,9,23,,20.6,,14.3,,17.5,,0.5,,0.0,,,,,,0.0,,,,5.0,,39.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-24,2023,9,24,,21.3,,15.4,,18.4,,0.0,,0.4,,,,,,0.0,,,,4.0,,50.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-25,2023,9,25,,22.5,,16.6,,19.6,,0.0,,1.6,,,,,,0.0,,,,5.0,,54.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-26,2023,9,26,,19.2,,16.7,,18.0,,0.0,,0.0,,,,,,0.0,,,,7.0,,48.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-27,2023,9,27,,19.6,,15.9,,17.8,,0.2,,0.0,,,,,,0.0,,,,7.0,,48.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-28,2023,9,28,,18.7,,15.5,,17.1,,0.9,,0.0,,,,,,2.5,,,,7.0,,41.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-29,2023,9,29,,19.9,,14.5,,17.2,,0.8,,0.0,,,,,,0.2,,,,5.0,,35.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-09-30,2023,9,30,,20.9,,14.2,,17.6,,0.4,,0.0,,,,,,0.0,,,,32.0,,32.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-01,2023,10,1,,21.9,,14.4,,18.2,,0.0,,0.2,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-02,2023,10,2,,24.2,,16.6,,20.4,,0.0,,2.4,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-03,2023,10,3,,27.1,,17.0,,22.1,,0.0,,4.1,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-04,2023,10,4,,23.4,,17.1,,20.3,,0.0,,2.3,,,,,,0.0,,,,6.0,,32.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-05,2023,10,5,,23.0,,17.9,,20.5,,0.0,,2.5,,,,,,18.6,,,,19.0,,41.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-06,2023,10,6,,21.2,,12.6,,16.9,,1.1,,0.0,,,,,,5.5,,,,21.0,,58.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-07,2023,10,7,,16.4,,9.3,,12.9,,5.1,,0.0,,,,,,0.0,,,,22.0,,45.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-08,2023,10,8,,11.2,,7.6,,9.4,,8.6,,0.0,,,,,,2.5,,,,29.0,,55.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-09,2023,10,9,,10.5,,6.7,,8.6,,9.4,,0.0,,,,,,0.0,,,,22.0,,50.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-10,2023,10,10,,10.6,,6.4,,8.5,,9.5,,0.0,,,,,,3.2,,,,22.0,,32.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-11,2023,10,11,,11.8,,5.1,,8.5,,9.5,,0.0,,,,,,0.2,,,,21.0,,35.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-12,2023,10,12,,15.4,,6.2,,10.8,,7.2,,0.0,,,,,,0.0,,,,3.0,,33.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-13,2023,10,13,,13.6,,6.9,,10.3,,7.7,,0.0,,,,,,0.0,,,,33.0,,35.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-14,2023,10,14,,13.5,,10.1,,11.8,,6.2,,0.0,,,,,,0.0,,,,5.0,,54.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-15,2023,10,15,,11.1,,8.1,,9.6,,8.4,,0.0,,,,,,0.0,,,,33.0,,48.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-16,2023,10,16,,13.6,,8.5,,11.1,,6.9,,0.0,,,,,,0.0,,,,33.0,,48.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-17,2023,10,17,,14.5,,8.3,,11.4,,6.6,,0.0,,,,,,0.0,,,,32.0,,37.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-18,2023,10,18,,13.8,,9.4,,11.6,,6.4,,0.0,,,,,,0.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-19,2023,10,19,,15.6,,9.5,,12.6,,5.4,,0.0,,,,,,0.2,,,,15.0,,37.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-20,2023,10,20,,14.6,,10.6,,12.6,,5.4,,0.0,,,,,,4.0,,,,,M,,M,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-21,2023,10,21,,12.7,,6.3,,9.5,,8.5,,0.0,,,,,,0.0,,,,31.0,,55.0,,48549
-79.4,43.63,Toronto_City_Centre_Downtown,6158359,2023-10-22,2023,10,22,,12.0,,4.0,,8.0,,10.0,,0.0,,,,,,0.0,,,,31.0,,63.0,,48549
