Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Station ID
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-04,2025,10,4,,26.9,,15.1,,21.0,,0.0,,3.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-05,2025,10,5,,27.2,,15.1,,21.2,,0.0,,3.2,,0.0,,0.0,,0.0,,,,16.0,,32.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-06,2025,10,6,,28.1,,15.2,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,24.0,,41.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-07,2025,10,7,,21.8,,12.8,,17.3,,0.7,,0.0,,0.9,,0.0,,0.9,,,,33.0,,45.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-08,2025,10,8,,14.8,,5.5,,10.2,,7.8,,0.0,,0.0,,0.0,,0.0,,,,33.0,,52.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-09,2025,10,9,,12.9,,3.7,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-10,2025,10,10,,17.5,,3.0,,10.3,,7.7,,0.0,,3.3,,0.0,,3.3,,,,17.0,,39.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-11,2025,10,11,,18.3,,11.1,,14.7,,3.3,,0.0,,0.0,T,0.0,,0.0,T,,,9.0,,33.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-12,2025,10,12,,18.4,,9.0,,13.7,,4.3,,0.0,,0.0,T,0.0,,0.0,T,,,11.0,,37.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-13,2025,10,13,,18.1,,8.9,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-14,2025,10,14,,21.9,,7.6,,14.8,,3.2,,0.0,,0.0,,0.0,,0.0,,,,34.0,,37.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-15,2025,10,15,,13.9,,5.4,,9.7,,8.3,,0.0,,0.0,,0.0,,0.0,,,,35.0,,39.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-16,2025,10,16,,15.1,,3.6,,9.4,,8.6,,0.0,,0.0,,0.0,,0.0,,,,36.0,,33.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-17,2025,10,17,,12.5,,5.2,,8.9,,9.1,,0.0,,4.9,,0.0,,4.9,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-18,2025,10,18,,21.6,,11.9,,16.8,,1.2,,0.0,,0.0,,0.0,,0.0,,,,14.0,,33.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-19,2025,10,19,,21.9,,12.5,,17.2,,0.8,,0.0,,7.4,,0.0,,7.4,,,,25.0,,55.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-20,2025,10,20,,16.1,,5.9,,11.0,,7.0,,0.0,,2.2,,0.0,,2.2,,,,31.0,,52.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-21,2025,10,21,,16.4,,4.8,,10.6,,7.4,,0.0,,0.7,,0.0,,0.7,,,,25.0,,59.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-22,2025,10,22,,11.4,,5.6,,8.5,,9.5,,0.0,,0.7,,0.0,,0.7,,,,26.0,,35.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-23,2025,10,23,,13.4,,5.5,,9.5,,8.5,,0.0,,0.5,,0.0,,0.5,,,,27.0,,48.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-24,2025,10,24,,12.4,,2.6,,7.5,,10.5,,0.0,,0.0,T,0.0,,0.0,T,,,29.0,,37.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-25,2025,10,25,,11.8,,2.4,,7.1,,10.9,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-26,2025,10,26,,9.6,,0.0,,4.8,,13.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-27,2025,10,27,,9.6,,1.2,,5.4,,12.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-28,2025,10,28,,10.4,,3.9,,7.2,,10.8,,0.0,,0.0,,0.0,,0.0,,,,6.0,,37.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-29,2025,10,29,,11.8,,2.3,,7.1,,10.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-30,2025,10,30,,8.8,,5.1,,7.0,,11.0,,0.0,,12.3,,0.0,,12.3,,,,2.0,,45.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-10-31,2025,10,31,,9.0,,3.3,,6.2,,11.8,,0.0,,1.5,,0.0,,1.5,,,,30.0,,72.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-01,2025,11,1,,9.9,,1.0,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,,,27.0,,32.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-02,2025,11,2,,10.2,,-1.1,,4.6,,13.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-03,2025,11,3,,11.0,,3.0,,7.0,,11.0,,0.0,,0.7,,0.0,,0.7,,,,26.0,,67.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-04,2025,11,4,,14.1,,1.7,,7.9,,10.1,,0.0,,0.0,,0.0,,0.0,,,,27.0,,58.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-05,2025,11,5,,12.7,,4.3,,8.5,,9.5,,0.0,,0.0,T,0.0,,0.0,T,,,30.0,,61.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-06,2025,11,6,,6.9,,0.3,,3.6,,14.4,,0.0,,0.0,,0.0,,0.0,,,,31.0,,35.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-07,2025,11,7,,10.9,,3.7,,7.3,,10.7,,0.0,,3.3,,0.0,,3.3,,,,28.0,,46.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-08,2025,11,8,,8.1,,1.1,,4.6,,13.4,,0.0,,0.0,,0.0,T,0.0,T,,,28.0,,45.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-09,2025,11,9,,1.7,,-3.7,,-1.0,,19.0,,0.0,,0.0,,9.8,,8.0,,1.0,,1.0,,46.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-10,2025,11,10,,-2.6,,-4.4,,-3.5,,21.5,,0.0,,0.0,,1.6,,1.2,,5.0,,35.0,,41.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-11,2025,11,11,,2.9,,-4.0,,-0.6,,18.6,,0.0,,0.2,,1.2,,1.4,,8.0,,30.0,,50.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-12,2025,11,12,,7.0,,1.0,,4.0,,14.0,,0.0,,0.2,,0.0,T,0.2,,3.0,,28.0,,54.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-13,2025,11,13,,6.8,,0.4,,3.6,,14.4,,0.0,,0.0,T,0.0,,0.0,T,,,32.0,,50.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-14,2025,11,14,,8.9,,0.4,,4.7,,13.3,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-15,2025,11,15,,11.3,,1.7,,6.5,,11.5,,0.0,,2.6,,0.0,,2.6,,,,30.0,,63.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-16,2025,11,16,,8.2,,-2.3,,3.0,,15.0,,0.0,,0.0,,0.2,,0.2,,,,31.0,,84.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-17,2025,11,17,,5.0,,-2.8,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,,,32.0,,55.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-18,2025,11,18,,6.8,,-1.3,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-19,2025,11,19,,6.0,,-3.8,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-20,2025,11,20,,6.5,,-2.1,,2.2,,15.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-21,2025,11,21,,10.7,,2.7,,6.7,,11.3,,0.0,,0.2,,0.0,,0.2,,,,28.0,,46.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-22,2025,11,22,,5.8,,0.1,,3.0,,15.0,,0.0,,0.0,T,0.0,,0.0,T,,,32.0,,37.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-23,2025,11,23,,10.1,,2.7,,6.4,,11.6,,0.0,,0.0,,0.0,T,0.0,T,,,31.0,,59.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-24,2025,11,24,,8.5,,-0.8,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-25,2025,11,25,,9.8,,4.7,,7.3,,10.7,,0.0,,5.2,,0.0,,5.2,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-26,2025,11,26,,11.2,,1.3,,6.3,,11.7,,0.0,,0.6,,0.0,,0.6,,,,24.0,,65.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-27,2025,11,27,,3.4,,-1.0,,1.2,,16.8,,0.0,,0.0,,1.2,,1.2,,0.0,T,23.0,,68.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-28,2025,11,28,,3.1,,-3.3,,-0.1,,18.1,,0.0,,0.0,,0.0,T,0.0,T,,,29.0,,67.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-29,2025,11,29,,1.4,,-4.5,,-1.6,,19.6,,0.0,,0.0,,0.0,T,0.0,T,0.0,T,14.0,,37.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-11-30,2025,11,30,,2.6,,-2.2,,0.2,,17.8,,0.0,,1.8,,5.4,,7.2,,5.0,,31.0,,59.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-01,2025,12,1,,-1.9,,-7.2,,-4.6,,22.6,,0.0,,0.0,,1.8,,1.6,,0.0,T,31.0,,54.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-02,2025,12,2,,0.1,,-7.0,,-3.5,,21.5,,0.0,,0.0,,2.0,,1.6,,3.0,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-03,2025,12,3,,2.0,,-7.1,,-2.6,,20.6,,0.0,,0.0,,0.8,,0.8,,1.0,,25.0,,52.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-04,2025,12,4,,-1.4,,-12.0,,-6.7,,24.7,,0.0,,0.0,,0.2,,0.2,,1.0,,29.0,,63.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-05,2025,12,5,,-0.5,,-11.9,,-6.2,,24.2,,0.0,,0.0,,0.0,,0.0,,1.0,,25.0,,45.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-06,2025,12,6,,1.0,,-1.7,,-0.4,,18.4,,0.0,,0.0,,0.2,,0.2,,0.0,T,22.0,,41.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-07,2025,12,7,,-0.5,,-8.1,,-4.3,,22.3,,0.0,,0.0,,1.8,,1.8,,0.0,T,31.0,,39.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-08,2025,12,8,,-3.3,,-12.7,,-8.0,,26.0,,0.0,,0.0,,0.0,,0.0,,,,36.0,,39.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-09,2025,12,9,,0.6,,-9.3,,-4.4,,22.4,,0.0,,0.2,,0.4,,0.6,,2.0,E,20.0,,37.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-10,2025,12,10,,1.2,,-7.2,,-3.0,,21.0,,0.0,,0.2,,10.0,,9.8,,5.0,,33.0,,74.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-11,2025,12,11,,-5.6,,-12.3,,-9.0,,27.0,,0.0,,0.0,,0.0,,0.0,,5.0,,30.0,,50.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-12,2025,12,12,,-0.8,,-12.1,,-6.5,,24.5,,0.0,,0.0,,0.0,T,0.0,T,5.0,,26.0,,50.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-13,2025,12,13,,-1.4,,-9.7,,-5.6,,23.6,,0.0,,0.0,,0.0,T,0.0,T,5.0,,28.0,,61.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-14,2025,12,14,,-7.2,,-12.5,,-9.9,,27.9,,0.0,,0.0,,0.0,,0.0,,5.0,,31.0,,39.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-15,2025,12,15,,-4.3,,-13.3,,-8.8,,26.8,,0.0,,0.0,,0.2,,0.2,,5.0,,26.0,,54.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-16,2025,12,16,,2.2,,-7.1,,-2.5,,20.5,,0.0,,0.0,,0.0,T,0.0,T,3.0,,24.0,,45.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-17,2025,12,17,,4.3,,0.2,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,3.0,,28.0,,59.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-18,2025,12,18,,9.1,,0.1,,4.6,,13.4,,0.0,,0.0,T,0.0,,0.0,T,1.0,,15.0,,39.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-19,2025,12,19,,9.4,,-5.0,,2.2,,15.8,,0.0,,3.8,,0.0,T,3.8,,,,28.0,,76.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-20,2025,12,20,,4.3,,-4.6,,-0.2,,18.2,,0.0,,0.0,,0.0,,0.0,,,,23.0,,58.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-21,2025,12,21,,3.0,,-5.3,,-1.2,,19.2,,0.0,,0.0,,0.0,T,0.0,T,,,29.0,,76.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-22,2025,12,22,,3.6,,-7.2,,-1.8,,19.8,,0.0,,2.1,,0.2,,2.3,,,,25.0,,37.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-23,2025,12,23,,3.9,,0.0,,2.0,,16.0,,0.0,,0.0,,9.8,,9.8,,10.0,,30.0,,58.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2025-12-24,2025,12,24,,3.0,,-2.0,,0.5,,17.5,,0.0,,0.0,,0.0,,0.0,,2.0,,33.0,,81.0,,51459
